id,category,condition,gold_action,gold_answer,pred_action,pred_answer,correct
temporal-0118,temporal,predicted_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0118,temporal,corrupted_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0119,temporal,gold_state,ANSWER,Bora,ANSWER,Bora,1
temporal-0119,temporal,predicted_state,ANSWER,Bora,ANSWER,Hana,0
temporal-0119,temporal,corrupted_state,ANSWER,Bora,ANSWER,Hana,0
temporal-0120,temporal,gold_state,ANSWER,Faye,ANSWER,Faye,1
temporal-0120,temporal,predicted_state,ANSWER,Faye,ANSWER,Juno,0
temporal-0120,temporal,corrupted_state,ANSWER,Faye,ANSWER,Juno,0
temporal-0121,temporal,gold_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0121,temporal,predicted_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0121,temporal,corrupted_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0122,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0122,temporal,predicted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0122,temporal,corrupted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0123,temporal,gold_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0123,temporal,predicted_state,ANSWER,Ivan,ANSWER,Hana,0
temporal-0123,temporal,corrupted_state,ANSWER,Ivan,ANSWER,Hana,0
temporal-0124,temporal,gold_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0124,temporal,predicted_state,ANSWER,Gio,ANSWER,Faye,0
temporal-0124,temporal,corrupted_state,ANSWER,Gio,ANSWER,Faye,0
temporal-0125,temporal,gold_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0125,temporal,predicted_state,ANSWER,Hana,ANSWER,unknown,0
temporal-0125,temporal,corrupted_state,ANSWER,Hana,ANSWER,unknown,0
temporal-0126,temporal,gold_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0126,temporal,predicted_state,ANSWER,Ivan,ANSWER,unknown,0
temporal-0126,temporal,corrupted_state,ANSWER,Ivan,ANSWER,unknown,0
temporal-0127,temporal,gold_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0127,temporal,predicted_state,ANSWER,Ivan,ANSWER,unknown,0
temporal-0127,temporal,corrupted_state,ANSWER,Ivan,ANSWER,unknown,0
temporal-0128,temporal,gold_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0128,temporal,predicted_state,ANSWER,Eli,ANSWER,Ivan,0
temporal-0128,temporal,corrupted_state,ANSWER,Eli,ANSWER,Ivan,0
temporal-0129,temporal,gold_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0129,temporal,predicted_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0129,temporal,corrupted_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0130,temporal,gold_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0130,temporal,predicted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0130,temporal,corrupted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0131,temporal,gold_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0131,temporal,predicted_state,ANSWER,Hana,ANSWER,unknown,0
temporal-0131,temporal,corrupted_state,ANSWER,Hana,ANSWER,unknown,0
temporal-0132,temporal,gold_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0132,temporal,predicted_state,ANSWER,Hana,ANSWER,Kira,0
temporal-0132,temporal,corrupted_state,ANSWER,Hana,ANSWER,Kira,0
temporal-0133,temporal,gold_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0133,temporal,predicted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0133,temporal,corrupted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0134,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0134,temporal,predicted_state,ANSWER,Juno,ANSWER,Ivan,0
temporal-0134,temporal,corrupted_state,ANSWER,Juno,ANSWER,Ivan,0
temporal-0135,temporal,gold_state,ANSWER,Dina,ANSWER,Dina,1
temporal-0135,temporal,predicted_state,ANSWER,Dina,ANSWER,Dina,1
temporal-0135,temporal,corrupted_state,ANSWER,Dina,ANSWER,Dina,1
temporal-0136,temporal,gold_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0136,temporal,predicted_state,ANSWER,Cato,ANSWER,Hana,0
temporal-0136,temporal,corrupted_state,ANSWER,Cato,ANSWER,Hana,0
temporal-0137,temporal,gold_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0137,temporal,predicted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0137,temporal,corrupted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0138,temporal,gold_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0138,temporal,predicted_state,ANSWER,Gio,ANSWER,Ari,0
temporal-0138,temporal,corrupted_state,ANSWER,Gio,ANSWER,Ari,0
temporal-0139,temporal,gold_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0139,temporal,predicted_state,ANSWER,Kira,ANSWER,Ivan,0
temporal-0139,temporal,corrupted_state,ANSWER,Kira,ANSWER,Ivan,0
temporal-0140,temporal,gold_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0140,temporal,predicted_state,ANSWER,Gio,ANSWER,Hana,0
temporal-0140,temporal,corrupted_state,ANSWER,Gio,ANSWER,Hana,0
temporal-0141,temporal,gold_state,ANSWER,Bora,ANSWER,Bora,1
temporal-0141,temporal,predicted_state,ANSWER,Bora,ANSWER,Juno,0
temporal-0141,temporal,corrupted_state,ANSWER,Bora,ANSWER,Juno,0
temporal-0142,temporal,gold_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0142,temporal,predicted_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0142,temporal,corrupted_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0143,temporal,gold_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0143,temporal,predicted_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0143,temporal,corrupted_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0144,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0144,temporal,predicted_state,ANSWER,Juno,ANSWER,unknown,0
temporal-0144,temporal,corrupted_state,ANSWER,Juno,ANSWER,unknown,0
temporal-0145,temporal,gold_state,ANSWER,Faye,ANSWER,Faye,1
temporal-0145,temporal,predicted_state,ANSWER,Faye,ANSWER,Bora,0
temporal-0145,temporal,corrupted_state,ANSWER,Faye,ANSWER,Bora,0
temporal-0146,temporal,gold_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0146,temporal,predicted_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0146,temporal,corrupted_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0147,temporal,gold_state,ANSWER,Ari,ANSWER,Ari,1
temporal-0147,temporal,predicted_state,ANSWER,Ari,ANSWER,Bora,0
temporal-0147,temporal,corrupted_state,ANSWER,Ari,ANSWER,Bora,0
temporal-0148,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0148,temporal,predicted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0148,temporal,corrupted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0149,temporal,gold_state,ANSWER,Faye,ANSWER,Faye,1
temporal-0149,temporal,predicted_state,ANSWER,Faye,ANSWER,Faye,1
temporal-0149,temporal,corrupted_state,ANSWER,Faye,ANSWER,Faye,1
temporal-0150,temporal,gold_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0150,temporal,predicted_state,ANSWER,Kira,ANSWER,Cato,0
temporal-0150,temporal,corrupted_state,ANSWER,Kira,ANSWER,Cato,0
temporal-0151,temporal,gold_state,ANSWER,Ari,ANSWER,Ari,1
temporal-0151,temporal,predicted_state,ANSWER,Ari,ANSWER,Ivan,0
temporal-0151,temporal,corrupted_state,ANSWER,Ari,ANSWER,Ivan,0
temporal-0152,temporal,gold_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0152,temporal,predicted_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0152,temporal,corrupted_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0153,temporal,gold_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0153,temporal,predicted_state,ANSWER,Gio,ANSWER,Faye,0
temporal-0153,temporal,corrupted_state,ANSWER,Gio,ANSWER,Faye,0
temporal-0154,temporal,gold_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0154,temporal,predicted_state,ANSWER,Luca,ANSWER,Ivan,0
temporal-0154,temporal,corrupted_state,ANSWER,Luca,ANSWER,Ivan,0
temporal-0155,temporal,gold_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0155,temporal,predicted_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0155,temporal,corrupted_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0156,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0156,temporal,predicted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0156,temporal,corrupted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0157,temporal,gold_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0157,temporal,predicted_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0157,temporal,corrupted_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0158,temporal,gold_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0158,temporal,predicted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0158,temporal,corrupted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0159,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0159,temporal,predicted_state,ANSWER,Juno,ANSWER,Cato,0
temporal-0159,temporal,corrupted_state,ANSWER,Juno,ANSWER,Cato,0
temporal-0160,temporal,gold_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0160,temporal,predicted_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0160,temporal,corrupted_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0161,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0161,temporal,predicted_state,ANSWER,Juno,ANSWER,unknown,0
temporal-0161,temporal,corrupted_state,ANSWER,Juno,ANSWER,unknown,0
temporal-0162,temporal,gold_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0162,temporal,predicted_state,ANSWER,Eli,ANSWER,Juno,0
temporal-0162,temporal,corrupted_state,ANSWER,Eli,ANSWER,Juno,0
temporal-0163,temporal,gold_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0163,temporal,predicted_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0163,temporal,corrupted_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0164,temporal,gold_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0164,temporal,predicted_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0164,temporal,corrupted_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0165,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0165,temporal,predicted_state,ANSWER,Juno,ANSWER,Bora,0
temporal-0165,temporal,corrupted_state,ANSWER,Juno,ANSWER,Bora,0
temporal-0166,temporal,gold_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0166,temporal,predicted_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0166,temporal,corrupted_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0167,temporal,gold_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0167,temporal,predicted_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0167,temporal,corrupted_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0168,temporal,gold_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0168,temporal,predicted_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0168,temporal,corrupted_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0169,temporal,gold_state,ANSWER,Ari,ANSWER,Ari,1
temporal-0169,temporal,predicted_state,ANSWER,Ari,ANSWER,Ari,1
temporal-0169,temporal,corrupted_state,ANSWER,Ari,ANSWER,Ari,1
temporal-0170,temporal,gold_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0170,temporal,predicted_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0170,temporal,corrupted_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0171,temporal,gold_state,ANSWER,Bora,ANSWER,Bora,1
temporal-0171,temporal,predicted_state,ANSWER,Bora,ANSWER,Dina,0
temporal-0171,temporal,corrupted_state,ANSWER,Bora,ANSWER,Dina,0
temporal-0172,temporal,gold_state,ANSWER,Faye,ANSWER,Faye,1
temporal-0172,temporal,predicted_state,ANSWER,Faye,ANSWER,unknown,0
temporal-0172,temporal,corrupted_state,ANSWER,Faye,ANSWER,unknown,0
temporal-0173,temporal,gold_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0173,temporal,predicted_state,ANSWER,Kira,ANSWER,Ari,0
temporal-0173,temporal,corrupted_state,ANSWER,Kira,ANSWER,Ari,0
temporal-0174,temporal,gold_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0174,temporal,predicted_state,ANSWER,Kira,ANSWER,unknown,0
temporal-0174,temporal,corrupted_state,ANSWER,Kira,ANSWER,unknown,0
temporal-0175,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0175,temporal,predicted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0175,temporal,corrupted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0176,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0176,temporal,predicted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0176,temporal,corrupted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0177,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0177,temporal,predicted_state,ANSWER,Juno,ANSWER,Dina,0
temporal-0177,temporal,corrupted_state,ANSWER,Juno,ANSWER,Dina,0
temporal-0178,temporal,gold_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0178,temporal,predicted_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0178,temporal,corrupted_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0179,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0179,temporal,predicted_state,ANSWER,Juno,ANSWER,Ivan,0
temporal-0179,temporal,corrupted_state,ANSWER,Juno,ANSWER,Ivan,0
temporal-0180,temporal,gold_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0180,temporal,predicted_state,ANSWER,Eli,ANSWER,unknown,0
temporal-0180,temporal,corrupted_state,ANSWER,Eli,ANSWER,unknown,0
temporal-0181,temporal,gold_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0181,temporal,predicted_state,ANSWER,Ivan,ANSWER,unknown,0
temporal-0181,temporal,corrupted_state,ANSWER,Ivan,ANSWER,unknown,0
temporal-0182,temporal,gold_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0182,temporal,predicted_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0182,temporal,corrupted_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0183,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0183,temporal,predicted_state,ANSWER,Juno,ANSWER,Gio,0
temporal-0183,temporal,corrupted_state,ANSWER,Juno,ANSWER,Gio,0
temporal-0184,temporal,gold_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0184,temporal,predicted_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0184,temporal,corrupted_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0185,temporal,gold_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0185,temporal,predicted_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0185,temporal,corrupted_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0186,temporal,gold_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0186,temporal,predicted_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0186,temporal,corrupted_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0187,temporal,gold_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0187,temporal,predicted_state,ANSWER,Luca,ANSWER,Ivan,0
temporal-0187,temporal,corrupted_state,ANSWER,Luca,ANSWER,Ivan,0
temporal-0188,temporal,gold_state,ANSWER,Faye,ANSWER,Faye,1
temporal-0188,temporal,predicted_state,ANSWER,Faye,ANSWER,Ivan,0
temporal-0188,temporal,corrupted_state,ANSWER,Faye,ANSWER,Ivan,0
temporal-0189,temporal,gold_state,ANSWER,Bora,ANSWER,Bora,1
temporal-0189,temporal,predicted_state,ANSWER,Bora,ANSWER,Bora,1
temporal-0189,temporal,corrupted_state,ANSWER,Bora,ANSWER,Bora,1
temporal-0190,temporal,gold_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0190,temporal,predicted_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0190,temporal,corrupted_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0191,temporal,gold_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0191,temporal,predicted_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0191,temporal,corrupted_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0192,temporal,gold_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0192,temporal,predicted_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0192,temporal,corrupted_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0193,temporal,gold_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0193,temporal,predicted_state,ANSWER,Luca,ANSWER,Eli,0
temporal-0193,temporal,corrupted_state,ANSWER,Luca,ANSWER,Eli,0
temporal-0194,temporal,gold_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0194,temporal,predicted_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0194,temporal,corrupted_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0195,temporal,gold_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0195,temporal,predicted_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0195,temporal,corrupted_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0196,temporal,gold_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0196,temporal,predicted_state,ANSWER,Eli,ANSWER,Bora,0
temporal-0196,temporal,corrupted_state,ANSWER,Eli,ANSWER,Bora,0
temporal-0197,temporal,gold_state,ANSWER,Ari,ANSWER,Ari,1
temporal-0197,temporal,predicted_state,ANSWER,Ari,ANSWER,Ari,1
temporal-0197,temporal,corrupted_state,ANSWER,Ari,ANSWER,Ari,1
temporal-0198,temporal,gold_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0198,temporal,predicted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0198,temporal,corrupted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0199,temporal,gold_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0199,temporal,predicted_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0199,temporal,corrupted_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0200,temporal,gold_state,ANSWER,Faye,ANSWER,Faye,1
temporal-0200,temporal,predicted_state,ANSWER,Faye,ANSWER,Faye,1
temporal-0200,temporal,corrupted_state,ANSWER,Faye,ANSWER,Faye,1
temporal-0201,temporal,gold_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0201,temporal,predicted_state,ANSWER,Luca,ANSWER,unknown,0
temporal-0201,temporal,corrupted_state,ANSWER,Luca,ANSWER,unknown,0
temporal-0202,temporal,gold_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0202,temporal,predicted_state,ANSWER,Kira,ANSWER,Ari,0
temporal-0202,temporal,corrupted_state,ANSWER,Kira,ANSWER,Ari,0
temporal-0203,temporal,gold_state,ANSWER,Gio,ANSWER,Gio,1
temporal-0203,temporal,predicted_state,ANSWER,Gio,ANSWER,Dina,0
temporal-0203,temporal,corrupted_state,ANSWER,Gio,ANSWER,Dina,0
temporal-0204,temporal,gold_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0204,temporal,predicted_state,ANSWER,Ivan,ANSWER,unknown,0
temporal-0204,temporal,corrupted_state,ANSWER,Ivan,ANSWER,unknown,0
temporal-0205,temporal,gold_state,ANSWER,Bora,ANSWER,Bora,1
temporal-0205,temporal,predicted_state,ANSWER,Bora,ANSWER,Bora,1
temporal-0205,temporal,corrupted_state,ANSWER,Bora,ANSWER,Bora,1
temporal-0206,temporal,gold_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0206,temporal,predicted_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0206,temporal,corrupted_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0207,temporal,gold_state,ANSWER,Faye,ANSWER,Faye,1
temporal-0207,temporal,predicted_state,ANSWER,Faye,ANSWER,unknown,0
temporal-0207,temporal,corrupted_state,ANSWER,Faye,ANSWER,unknown,0
temporal-0208,temporal,gold_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0208,temporal,predicted_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0208,temporal,corrupted_state,ANSWER,Eli,ANSWER,Eli,1
temporal-0209,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0209,temporal,predicted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0209,temporal,corrupted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0210,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0210,temporal,predicted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0210,temporal,corrupted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0211,temporal,gold_state,ANSWER,Dina,ANSWER,Dina,1
temporal-0211,temporal,predicted_state,ANSWER,Dina,ANSWER,unknown,0
temporal-0211,temporal,corrupted_state,ANSWER,Dina,ANSWER,unknown,0
temporal-0212,temporal,gold_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0212,temporal,predicted_state,ANSWER,Kira,ANSWER,unknown,0
temporal-0212,temporal,corrupted_state,ANSWER,Kira,ANSWER,unknown,0
temporal-0213,temporal,gold_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0213,temporal,predicted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0213,temporal,corrupted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0214,temporal,gold_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0214,temporal,predicted_state,ANSWER,Cato,ANSWER,Juno,0
temporal-0214,temporal,corrupted_state,ANSWER,Cato,ANSWER,Juno,0
temporal-0215,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0215,temporal,predicted_state,ANSWER,Juno,ANSWER,unknown,0
temporal-0215,temporal,corrupted_state,ANSWER,Juno,ANSWER,unknown,0
temporal-0216,temporal,gold_state,ANSWER,Ari,ANSWER,Ari,1
temporal-0216,temporal,predicted_state,ANSWER,Ari,ANSWER,Gio,0
temporal-0216,temporal,corrupted_state,ANSWER,Ari,ANSWER,Gio,0
temporal-0217,temporal,gold_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0217,temporal,predicted_state,ANSWER,Cato,ANSWER,Ivan,0
temporal-0217,temporal,corrupted_state,ANSWER,Cato,ANSWER,Ivan,0
temporal-0218,temporal,gold_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0218,temporal,predicted_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0218,temporal,corrupted_state,ANSWER,Kira,ANSWER,Kira,1
temporal-0219,temporal,gold_state,ANSWER,Bora,ANSWER,Bora,1
temporal-0219,temporal,predicted_state,ANSWER,Bora,ANSWER,Faye,0
temporal-0219,temporal,corrupted_state,ANSWER,Bora,ANSWER,Faye,0
temporal-0220,temporal,gold_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0220,temporal,predicted_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0220,temporal,corrupted_state,ANSWER,Luca,ANSWER,Luca,1
temporal-0221,temporal,gold_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0221,temporal,predicted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0221,temporal,corrupted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0222,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0222,temporal,predicted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0222,temporal,corrupted_state,ANSWER,Juno,ANSWER,Juno,1
temporal-0223,temporal,gold_state,ANSWER,Dina,ANSWER,Dina,1
temporal-0223,temporal,predicted_state,ANSWER,Dina,ANSWER,Dina,1
temporal-0223,temporal,corrupted_state,ANSWER,Dina,ANSWER,Dina,1
temporal-0224,temporal,gold_state,ANSWER,Bora,ANSWER,Bora,1
temporal-0224,temporal,predicted_state,ANSWER,Bora,ANSWER,Bora,1
temporal-0224,temporal,corrupted_state,ANSWER,Bora,ANSWER,Bora,1
temporal-0225,temporal,gold_state,ANSWER,Ari,ANSWER,Ari,1
temporal-0225,temporal,predicted_state,ANSWER,Ari,ANSWER,Kira,0
temporal-0225,temporal,corrupted_state,ANSWER,Ari,ANSWER,Kira,0
temporal-0226,temporal,gold_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0226,temporal,predicted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0226,temporal,corrupted_state,ANSWER,Hana,ANSWER,Hana,1
temporal-0227,temporal,gold_state,ANSWER,Dina,ANSWER,Dina,1
temporal-0227,temporal,predicted_state,ANSWER,Dina,ANSWER,Dina,1
temporal-0227,temporal,corrupted_state,ANSWER,Dina,ANSWER,Dina,1
temporal-0228,temporal,gold_state,ANSWER,Ari,ANSWER,Ari,1
temporal-0228,temporal,predicted_state,ANSWER,Ari,ANSWER,unknown,0
temporal-0228,temporal,corrupted_state,ANSWER,Ari,ANSWER,unknown,0
temporal-0229,temporal,gold_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0229,temporal,predicted_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0229,temporal,corrupted_state,ANSWER,Cato,ANSWER,Cato,1
temporal-0230,temporal,gold_state,ANSWER,Ivan,ANSWER,Ivan,1
temporal-0230,temporal,predicted_state,ANSWER,Ivan,ANSWER,Dina,0
temporal-0230,temporal,corrupted_state,ANSWER,Ivan,ANSWER,Dina,0
temporal-0231,temporal,gold_state,ANSWER,Faye,ANSWER,Faye,1
temporal-0231,temporal,predicted_state,ANSWER,Faye,ANSWER,Faye,1
temporal-0231,temporal,corrupted_state,ANSWER,Faye,ANSWER,Faye,1
temporal-0232,temporal,gold_state,ANSWER,Bora,ANSWER,Bora,1
temporal-0232,temporal,predicted_state,ANSWER,Bora,ANSWER,Eli,0
temporal-0232,temporal,corrupted_state,ANSWER,Bora,ANSWER,Eli,0
temporal-0233,temporal,gold_state,ANSWER,Juno,ANSWER,Juno,1
